Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
21/12/2015,"LISDUFF, LONGFORD",,Longford,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2020,"17 Oak Park Square, Oak Park, Craddockstown",,Kildare,"€288,545.00",No,Yes,New Dwelling house /Apartment,
25/10/2012,"5 Tarleton Mews, Tullamore",,Offaly,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2011,"Claretuam, Tuam",,Galway,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2015,"CASTLEQUARTER COTTAGE, FOUR MILE WATER, BALLYMACARBRY",,Waterford,"€52,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2020,"WOODHILL, DUNFANAGHY, CO DONEGAL",,Donegal,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2017,"67 DERRYNANE, ELGINTON COURT, ELGINTON RD DUBLIN 4",Dublin 4,Dublin,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2019,"LAUREL ONE, HAZELDENE, ANGLESEA RD DUBLIN 4",Dublin 4,Dublin,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2011,"21 Foyle Road, Fairview",Dublin 3,Dublin,"€237,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2015,"CLOC GORM, KILINCARRIG, DELGANY",,Wicklow,"€587,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2011,"Derryconnell, Schull",,Cork,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2015,"106 FITZWILLIAM POINT, FITZWILLIAM QUAY, DUBLIN 4",Dublin 4,Dublin,"€80,470.65",Yes,No,Second-Hand Dwelling house /Apartment,
18/02/2020,"15 FAIRHAVEN WALK, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€491,189.00",No,Yes,New Dwelling house /Apartment,
12/03/2018,"APARTMENT ABOVE ALLEN'S PUB, 24-26 IRISHTOWN, CLONMEL",,Tipperary,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2012,"St Catherine's Road, Killybegs",,Donegal,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2016,"CAPPINCUR, TULLAMORE, OFFALY",,Offaly,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2018,"8 WESTEND, BALLYJAMESDUFF, CO CAVAN",,Cavan,"€69,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2013,"Logavinshire, Crecora",,Limerick,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2020,"3 TOBARTEASCAIN, ENNIS, CO CLARE",,Clare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2021,"H155 BRU NA SIONNA, SHANNON, CO CLARE",,Clare,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2017,"BARLEYHILL, DERRYNANAFF, WESTPORT",,Mayo,"€825,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2021,"9  The View, Donacarney Wood, Mornington",,Meath,"€277,533.00",No,Yes,New Dwelling house /Apartment,
26/09/2019,"15 Beaulieu Village, Termonfeckin Road, Drogheda",,Louth,"€246,696.00",No,Yes,New Dwelling house /Apartment,
08/03/2011,"22 McAuley Park, Artane",Dublin 5,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2012,"41 Carriganarra, Ballincollig",,Cork,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2016,"40 DUN EMER WAY, LUSK, DUBLIN",,Dublin,"€184,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2016,"190 NAVAN RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2018,"SEA HAVEN, DUNMORE ARDFIELD, CLONAKILTY",,Cork,"€595,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2011,"26 Slí Aonghusa, Aras na Rí, Cashel.",,Tipperary,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2017,"3 THE COURTYARD, CORNADARRAGH, BELTURBET",,Cavan,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2017,"33 JOE MURPHY ROAD, BALLYPHEHANE, CORK",,Cork,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2021,"Apartment No. 78, Ballisodare Town Centre, Ballisodare",,Sligo,"€109,000.00",No,Yes,New Dwelling house /Apartment,
05/09/2017,"2 ATH NA RI, CARRICK ON SHANNON, CO  LEITRIM",,Limerick,"€55,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/05/2016,"LOWER ARDNAGRATH, WALDERSTOWN, ATHLONE",,Westmeath,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"KNOCKANOURA, TULLA RD, ENNIS",,Clare,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2018,"69 Castle Park, Termonfeckin",,Louth,"€259,911.89",No,Yes,New Dwelling house /Apartment,
28/05/2015,"THE PRESBYTERY, CROGHAN, ROSCOMMON",,Roscommon,"€191,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"DEERPARK LODGE, 125A HOWTH RD, SUTTON DUBLIN 13",Dublin 13,Dublin,"€1,070,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2017,"22 The Meadows, Whitefield Manor, Bettystown",,Meath,"€271,872.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/2019,"16 ELLENSBOROUGH, GROVE KILTIPPER RD, TALLAGHT",Dublin 24,Dublin,"€328,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"64 MULLAGHMATT, MONAGHAN",,Monaghan,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/03/2020,"35 VANESSA LAWNS, CELBRIDGE, KILDARE",,Kildare,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2021,"GLENVEAGH, TIERNEY ST, ARDEE",,Louth,"€322,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2014,"APT 1 FIRST FLOOR, MURROE SERVICE STATION, MAIN ST",,Limerick,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2019,"55 KILKEEVAN PARK, OFF PATRICK ST, CASTLEREA",,Roscommon,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2021,"248B COILLE BHEITHE, ST. CONLON'S ROAD, NENAGH",,Tipperary,"€119,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2016,"CROSSDERRY, CRAUGHWELL, CO GALWAY",,Galway,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/03/2017,"55 The Sanderling, Barnageeragh Cove, Skerries",,Dublin,"€281,938.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/10/2019,"RINGMOYLAN, PALLASKENRY, CO LIMERICK",,Limerick,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2017,"APT 1, THE LOTTS, LOTTS LANE DUBLIN 1",Dublin 1,Dublin,"€1,645,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2010,"25 Cluain Ns Spideoga, Cloghan, Birr",,Offaly,"€65,000.00",No,No,New Dwelling house /Apartment,less than 38 sq metres
01/04/2015,"23 THE GLADE, INSE BAY, LAYTOWN",,Meath,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2019,"14 MONASTERY HEATH SQ, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2021,"58 FERNLEIGH DR, CARPENTERSTOWN, DUBLIN 15",Dublin 15,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2013,"9  The Gallops, Naas",,Kildare,"€503,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2012,"22 Woodlawn Court, Santry",,Dublin,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2013,"6 High Street, Bagenalstown, Carlow",,Carlow,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2017,"20 EATON HEIGHTS, COBH, CORK",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2014,"22 KNOCKLYON GATE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2012,"Bayview House, Dublin Road, Drogheda",,Louth,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2021,"SEATOWN ROAD, SWORDS, COUNTY DUBLIN",,Dublin,"€264,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2014,"21 STANNAWAY AVE, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2017,"55 THE PARK, WOLSTANHAVEN, CELBRIDGE",,Kildare,"€302,500.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2019,"16 MEADOW COURT, STEPASIDE PARK, STEPASIDE DUBLIN 18",Dublin 18,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2015,"36 CYPRESS GDNS BAY EST, DUNDALK, LOUTH",,Louth,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/08/2010,"56 Mountain Park, Tallaght",,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2016,"BALLYBIN, RATOATH, CO MEATH",,Meath,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/04/2011,"7 An Tobair, Duagh",,Kerry,"€140,088.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/07/2017,"16 MOYLARAGH WAY, FLEMINGTON, BALBRIGGAN",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/05/2018,"1 BEECH PARK, LUCAN, DUBLIN",,Dublin,"€492,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2021,"19 DRUMALEE MANOR, CAVAN, CAVAN",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2015,"24 Belmont Drive, Belmont Aikens Village, Stepaside",,Dublin,"€330,396.47",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2019,"8 THE COURT, CYPRESS DOWNS, TEMPLEOGUE",,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2018,"NO 6 COPPERBEECH, MAIN STREET, DULEEK",,Meath,"€147,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2012,"Ballybehy, Abbeyfeale",,Limerick,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2014,"8 GREENLODGE, MARYBOROUGH WOODS, CORK",,Cork,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2018,"RADHARC, KNOCKAVOTA, GOREY",,Wexford,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2018,"217 KILLESTER AVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€371,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2012,"1 Carrickavee, Ballyjamesduff",,Cavan,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2021,"ARAGLIN HOUSE, BROOK HILL, BROOKLODGE",,Cork,"€362,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2018,"10 CUL NA GREINE, Mill Road, Kanturk",,Cork,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2018,"86 SWEET BRIAR LAWN, TRAMORE, WATERFORD",,Waterford,"€30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/04/2011,"1-3 (inclusive) Congress Terrace, Longford Town",,Longford,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2015,"CURRAGHA ROAD, CRICKSTOWN, RATHOATH",,Meath,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2017,"THE COTTAGE, ATHENRY RAILWAY LEVEL CROSSING, CHAPEL LANE ATHENRY",,Galway,"€169,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2020,"61 ALDERWOOD GREEN, SPRINGFIELD TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2017,"37 THE CRESCENT, WILLOW PARK, TULLOW RD",,Carlow,"€152,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2020,"THE BRIDGE, BALLINGEARY, CO CORK",,Cork,"€40,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/12/2018,"26 CLUAIN FRAOIGH, LANESBOROUGH RD, ROSCOMMON",,Roscommon,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2011,"6 Cherrymount, Rampark  Jenkinstown, Dundalk",,Louth,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"34 CLONFERT RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2018,"39 SEVEN OAK, SARSFIELD ROAD, BALLYFERMOT",Dublin 10,Dublin,"€68,481.51",Yes,No,Second-Hand Dwelling house /Apartment,
01/09/2021,"ST BRELADES, HILLSIDE RD, GREYSTONES",,Wicklow,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2012,"15 Oliver Plunkett Hill, Fermoy",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2020,"APT 77, STEWART HALL, PARNELL ST",Dublin 1,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2021,"22 Clog na Leinn, Collinstown",,Westmeath,"€378,855.00",No,Yes,New Dwelling house /Apartment,
26/06/2020,"234 KYLEMORE, SCHOOLHOUSE ROAD, CASTLETROY",,Limerick,"€279,295.14",No,Yes,New Dwelling house /Apartment,
17/12/2015,"5 STONEMASONS CLOSE, LUSK VILLAGE, DUBLIN",,Dublin,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2018,"17 MACROOM RD, COOLOCK, DUBLIN 5",Dublin 17,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2016,"Broomfield, Midleton",,Cork,"€20,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
30/09/2011,"5 Sli An Fearghas, Clarecastle",,Clare,"€96,916.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/10/2014,"503 CITY CENTRAL, BEDFORD ROW, LIMERICK",,Limerick,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2014,"20 ARDFIELD DR, GRANGE, DOUGLAS",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2020,"2 Hawthorn Manor, Brockagh, Coill Dubh",,Kildare,"€393,000.00",Yes,Yes,New Dwelling house /Apartment,
29/01/2016,"3 The Tanager, Barnageeragh Cove, Skerries",,Dublin,"€277,533.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/08/2019,"CLONROBIN, KILBRIN, KANTURK",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"87 LEAS NA MARA, BALLYMONEEN RD, KNOCKNACARRA",,Galway,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2021,"4 WOLSELEY VILLAGE, MOUNTWOLSELEY, TULLOW",,Carlow,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2018,"Unit 299 Phase 2B, Roseberry Hill, Newbridge",,Kildare,"€251,765.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/04/2014,"13 UPPER GRATTAN PARK, GREYSTONES, CIO WICKLOW",,Wicklow,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2019,"56 Tir an Choir, Vicarschorland, Tuam",,Galway,"€167,400.88",No,Yes,New Dwelling house /Apartment,
17/12/2019,"ROSE COTTAGE, CURRAGH, CLONAKILTY",,Cork,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"CLOONKEEN, CASTLEREA, CO ROSCOMMON",,Roscommon,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2010,"1 acorn road, dundrum, dublin 14",Dublin 14,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2018,"18 CARNE WOOD, Johnstown, NAVAN",,Meath,"€365,638.76",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
02/08/2017,"13FAIRGREEN, BALLYCULLANE, WEXFORD",,Wexford,"€117,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2016,"8 APPLEWOOD DR, APPLEWOOD VILLAGE, SWORDS",,Dublin,"€139,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2018,"15 Glaslinn, Portrane Road, Donabate",,Dublin,"€436,123.35",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
11/09/2019,"74 BEECHWOOD LAWN, DUN LAOGHAIRE, DUBLIN",,Dublin,"€486,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2020,"3 ROCKLANDS, QUARRY ROAD, RATHMICHAEL",,Dublin,"€1,828,193.00",No,Yes,New Dwelling house /Apartment,
09/02/2018,"6 Larkfield Glade, Clay Farm, Leopardstown",Dublin 18,Dublin,"€427,312.77",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
08/10/2020,"11 MORRISON'S AVENUE, WATERFORD",,Waterford,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2016,"26 Gallow's Hill, Athy",,Kildare,"€193,832.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/06/2016,"19 MILL RD, SAGGART, DUBLIN",Dublin 24,Dublin,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"APARTMENT, 3  PARNELL STREET, NORTH CITY",,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2020,"38 BEAUFORT ABBEY, NAVAN, CO MEATH",,Meath,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2016,"KNOCKATTIN, STEPHENSTOWN, KNOCKBRIDGE",,Louth,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2013,"Lattagloughan, Ballyjamesduff",,Cavan,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2019,"29 CASTLEFIELD WOODS, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€375,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/06/2012,"Coolkill, Ballycahill, Thurles",,Tipperary,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2020,"KILPATRICK, BALLYGARRETT GOREY, WEXFORD",,Wexford,"€202,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2018,"1 25 NORTH CIRCULAR RD, DUBLIN 7, DUBLIN",Dublin 15,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2021,"25 BARNWELL RD, ONGAR, DUBLIN 15",Dublin 15,Dublin,"€349,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2015,"3 RYLANES, BALLINGARRY, CO LIMERICK",,Limerick,"€29,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2015,"KILLEIGH, TULLAMORE, OFFALY",,Offaly,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2018,"10 WELLINGTON LODGE, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2020,"RATHFOLAN, NEWMARKET ON FERGUS, CLARE",,Clare,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2018,"CILL DARA, BALLYCARNANE, TRAMORE",,Waterford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2014,"103 MANOR VILLAGE, CASTLEBAR, MAYO",,Mayo,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2015,"LISSAVRUGGY, NEWBRIDGE, BALLINASLOE",,Galway,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2016,"17 The Meadows, Kilbarry Road, Dunmanway",,Cork,"€92,511.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
20/08/2019,"COTTAGE, NEWTOWNBALREGAN, DUNDALK",,Louth,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2018,"25 FAULKNER TERRACE, MOUNT BROWN, DUBLIN 8",Dublin 8,Dublin,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2010,"40 WELLESLEY MANOR, BETTYSTOWN",,Meath,"€202,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/02/2021,"Apartments 33-40 Rathcoran Square, Rathcoran, Baltinglass",,Wicklow,"€1,607,048.46",No,Yes,New Dwelling house /Apartment,
27/06/2016,"BALLINALICK, NORWOOD, NENAGH",,Tipperary,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/05/2019,"6 Somerton Way, Newcastle Road, Lucan",,Dublin,"€321,585.90",No,Yes,New Dwelling house /Apartment,
19/06/2013,"Anskert, Mohill",,Leitrim,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2014,"112 EAST COURTYARD, TULLYVALE, CABINTEELEY DUBLIN 18",Dublin 18,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2011,"Knockinure, Borrisoleigh, Thurles",,Tipperary,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"273 BEECHES RD, WEDGEWOOD, SANDYFORD DUBLIN 16",Dublin 16,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2014,"247 SOUTH CIRCULAR ROAD, DUBLIN 8",,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2021,"46 COILLE CLOCHA, ORANMORE, CO GALWAY",,Galway,"€322,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2012,"71  Hilbrook Estate, Tullow, Co. Carlow",,Carlow,"€39,944.60",Yes,No,Second-Hand Dwelling house /Apartment,
09/01/2019,"DROMONE, OLDCASTLE, MEATH",,Meath,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2011,"28 Moneen View, Athy",,Kildare,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2019,"10 BALNAGOWAN, PALMERSTON PARK, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€497,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2021,"Apt 5 La Touche, Trafalgar Road, Greystones",,Wicklow,"€837,003.00",No,Yes,New Dwelling house /Apartment,
31/05/2011,"25 Pembroke Park, Ballsbridge, Dublin 4",,Dublin,"€1,300,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2020,"14 GLOUCESTER SQ, RAILWAY ST, DUBLIN 1",Dublin 1,Dublin,"€248,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2012,"Number 29 Primrose Square, Primrose Gardens  Jigginstown, Naas",,Kildare,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2015,"15 WOODSIDE PARK, BALLAGHADEREEN, ROSCOMMON",,Roscommon,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2021,"8 Hallwell Lane, Adamstown, Lucan",,Dublin,"€339,207.00",No,Yes,New Dwelling house /Apartment,
19/07/2013,"30 Butler Avenue, Thurles",,Tipperary,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"28 NEWMANS MILL, ATHBOY, MEATH",,Meath,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/03/2016,"APT. 16, GATEWAY VIEW, BALLYMUN",,Dublin,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2019,"66 DEVON PARK, SALTHILL, GALWAY",,Galway,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2019,"44 EDENMORE DR, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"42 WILLINGTON CRESCENT, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€532,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"15 ARDEE COURT, CORK ST, DUBLIN 8",Dublin 8,Dublin,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2014,"VALLEY VIEW RATROUT, BALLINADEE, BANDON",,Cork,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2013,"15 Laverna Avenue, Laurel Lodge, Castleknock",Dublin 15,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2014,"CARRIGBURN, 72A BUTTERFIELD AVE, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,"€775,000.00",No,No,Second-Hand Dwelling house /Apartment,
